| 分割 | 券種 | 確率 | 較正 | オッズ | ルール | n | 的中 | ROI% | ROI(下限精算)% | 平均EV | 実測的中率 | モデル平均確率 | 市場implied |
|---|---|---|---|---|---|---:|---:|---:|---:|---:|---:|---:|---:|
| MINE | 複勝 | model | iso | exp | top1 | 4977 | 260 | 60.9 | 47.6 | 2.68 | 5.2240% | 0.162458 | 0.097388 |
| MINE | 複勝 | model | iso | exp | top3 | 14095 | 1095 | 65.2 | 51.9 | 2.06 | 7.7690% | 0.175158 | 0.134144 |
| MINE | 複勝 | model | iso | exp | top5 | 20594 | 1820 | 65.5 | 52.5 | 1.83 | 8.8380% | 0.179246 | 0.150954 |
| MINE | 複勝 | model | iso | exp | top10 | 24531 | 2370 | 65.8 | 53.1 | 1.72 | 9.6610% | 0.182350 | 0.161455 |
| MINE | 複勝 | model | iso | exp | top20 | 24548 | 2373 | 65.9 | 53.1 | 1.72 | 9.6670% | 0.182344 | 0.161482 |
| MINE | 複勝 | blend | raw | floor | top1 | 6 | 3 | 55.0 | 55.0 | 1.04 | 50.0000% | 0.942087 | 0.909091 |
| MINE | 複勝 | blend | raw | floor | top3 | 10 | 7 | 79.0 | 77.0 | 1.03 | 70.0000% | 0.941068 | 0.909091 |
| MINE | 複勝 | blend | raw | floor | top5 | 10 | 7 | 79.0 | 77.0 | 1.03 | 70.0000% | 0.941068 | 0.909091 |
| MINE | 複勝 | blend | raw | floor | top10 | 10 | 7 | 79.0 | 77.0 | 1.03 | 70.0000% | 0.941068 | 0.909091 |
| MINE | 複勝 | blend | raw | floor | top20 | 10 | 7 | 79.0 | 77.0 | 1.03 | 70.0000% | 0.941068 | 0.909091 |
| MINE | 複勝 | blend | raw | exp | ev1.1 | 4 | 3 | 82.5 | 82.5 | 1.12 | 75.0000% | 0.958927 | 0.909091 |
| MINE | 複勝 | blend | raw | exp | top1 | 46 | 35 | 86.5 | 84.6 | 1.04 | 76.0870% | 0.842496 | 0.890970 |
| MINE | 複勝 | blend | raw | exp | top3 | 56 | 44 | 88.6 | 86.6 | 1.04 | 78.5710% | 0.858371 | 0.899076 |
| MINE | 複勝 | blend | raw | exp | top5 | 56 | 44 | 88.6 | 86.6 | 1.04 | 78.5710% | 0.858371 | 0.899076 |
| MINE | 複勝 | blend | raw | exp | top10 | 56 | 44 | 88.6 | 86.6 | 1.04 | 78.5710% | 0.858371 | 0.899076 |
| MINE | 複勝 | blend | raw | exp | top20 | 56 | 44 | 88.6 | 86.6 | 1.04 | 78.5710% | 0.858371 | 0.899076 |
| MINE | 複勝 | blend | iso | floor | top1 | 2 | 1 | 65.0 | 65.0 | 1.01 | 50.0000% | 0.777686 | 0.769231 |
| MINE | 複勝 | blend | iso | floor | top3 | 2 | 1 | 65.0 | 65.0 | 1.01 | 50.0000% | 0.777686 | 0.769231 |
| MINE | 複勝 | blend | iso | floor | top5 | 2 | 1 | 65.0 | 65.0 | 1.01 | 50.0000% | 0.777686 | 0.769231 |
| MINE | 複勝 | blend | iso | floor | top10 | 2 | 1 | 65.0 | 65.0 | 1.01 | 50.0000% | 0.777686 | 0.769231 |
| MINE | 複勝 | blend | iso | floor | top20 | 2 | 1 | 65.0 | 65.0 | 1.01 | 50.0000% | 0.777686 | 0.769231 |
| MINE | 複勝 | blend | iso | exp | ev1.1 | 37 | 23 | 80.0 | 76.8 | 1.12 | 62.1620% | 0.772726 | 0.800911 |
| MINE | 複勝 | blend | iso | exp | top1 | 90 | 53 | 78.9 | 75.0 | 1.07 | 58.8890% | 0.724772 | 0.787187 |
| MINE | 複勝 | blend | iso | exp | top3 | 102 | 60 | 79.3 | 75.2 | 1.07 | 58.8240% | 0.713355 | 0.775960 |
| MINE | 複勝 | blend | iso | exp | top5 | 102 | 60 | 79.3 | 75.2 | 1.07 | 58.8240% | 0.713355 | 0.775960 |
| MINE | 複勝 | blend | iso | exp | top10 | 102 | 60 | 79.3 | 75.2 | 1.07 | 58.8240% | 0.713355 | 0.775960 |
| MINE | 複勝 | blend | iso | exp | top20 | 102 | 60 | 79.3 | 75.2 | 1.07 | 58.8240% | 0.713355 | 0.775960 |
| MINE | ワイド | model | raw | floor | ev1.2 | 167382 | 1482 | 52.3 | 51.2 | 2.32 | 0.8850% | 0.027167 | 0.014711 |
| MINE | ワイド | model | raw | floor | top1 | 5010 | 42 | 59.8 | 58.0 | 5.08 | 0.8380% | 0.038551 | 0.012246 |
| MINE | ワイド | model | raw | floor | top3 | 14989 | 134 | 55.2 | 53.9 | 4.38 | 0.8940% | 0.038071 | 0.013780 |
| MINE | ワイド | model | raw | floor | top5 | 24878 | 228 | 51.4 | 50.2 | 3.97 | 0.9160% | 0.037487 | 0.014814 |
| MINE | ワイド | model | raw | floor | top10 | 48973 | 468 | 50.0 | 48.8 | 3.38 | 0.9560% | 0.035979 | 0.016246 |
| MINE | ワイド | model | raw | floor | top20 | 93325 | 973 | 54.7 | 53.5 | 2.79 | 1.0430% | 0.033291 | 0.017253 |
| MINE | ワイド | model | raw | exp | ev1.2 | 172567 | 1642 | 52.5 | 51.4 | 2.32 | 0.9520% | 0.028060 | 0.015725 |
| MINE | ワイド | model | raw | exp | top1 | 5012 | 50 | 61.7 | 59.9 | 5.15 | 0.9980% | 0.039478 | 0.012812 |
| MINE | ワイド | model | raw | exp | top3 | 15014 | 149 | 56.2 | 54.8 | 4.43 | 0.9920% | 0.039135 | 0.014560 |
| MINE | ワイド | model | raw | exp | top5 | 24935 | 245 | 51.0 | 49.7 | 4.02 | 0.9830% | 0.038572 | 0.015637 |
| MINE | ワイド | model | raw | exp | top10 | 49178 | 504 | 50.5 | 49.3 | 3.42 | 1.0250% | 0.037160 | 0.017304 |
| MINE | ワイド | model | raw | exp | top20 | 94079 | 1052 | 54.5 | 53.3 | 2.82 | 1.1180% | 0.034540 | 0.018525 |
| MINE | ワイド | model | iso | floor | ev1.2 | 161407 | 1500 | 55.4 | 54.3 | 2.34 | 0.9290% | 0.028168 | 0.015172 |
| MINE | ワイド | model | iso | floor | top1 | 5008 | 45 | 76.4 | 74.3 | 5.18 | 0.8990% | 0.038000 | 0.011780 |
| MINE | ワイド | model | iso | floor | top3 | 14986 | 124 | 54.0 | 52.8 | 4.45 | 0.8270% | 0.037580 | 0.013223 |
| MINE | ワイド | model | iso | floor | top5 | 24873 | 216 | 53.8 | 52.6 | 4.03 | 0.8680% | 0.036903 | 0.014194 |
| MINE | ワイド | model | iso | floor | top10 | 48963 | 458 | 54.7 | 53.5 | 3.41 | 0.9350% | 0.035808 | 0.015855 |
| MINE | ワイド | model | iso | floor | top20 | 93335 | 978 | 55.5 | 54.2 | 2.80 | 1.0480% | 0.033708 | 0.017334 |
| MINE | ワイド | model | iso | exp | ev1.2 | 166328 | 1634 | 55.3 | 54.2 | 2.35 | 0.9820% | 0.029042 | 0.016179 |
| MINE | ワイド | model | iso | exp | top1 | 5009 | 47 | 76.6 | 74.4 | 5.25 | 0.9380% | 0.038795 | 0.012190 |
| MINE | ワイド | model | iso | exp | top3 | 14999 | 130 | 54.3 | 53.0 | 4.51 | 0.8670% | 0.038272 | 0.013672 |
| MINE | ワイド | model | iso | exp | top5 | 24912 | 226 | 51.2 | 49.9 | 4.08 | 0.9070% | 0.037738 | 0.014798 |
| MINE | ワイド | model | iso | exp | top10 | 49149 | 484 | 54.4 | 53.1 | 3.46 | 0.9850% | 0.036809 | 0.016719 |
| MINE | ワイド | model | iso | exp | top20 | 94005 | 1055 | 55.6 | 54.3 | 2.83 | 1.1220% | 0.034789 | 0.018422 |
| MINE | ワイド | blend | raw | floor | ev1.2 | 10562 | 252 | 61.4 | 59.8 | 1.40 | 2.3860% | 0.047712 | 0.035163 |
| MINE | ワイド | blend | raw | floor | top1 | 4787 | 197 | 70.6 | 68.0 | 1.34 | 4.1150% | 0.071693 | 0.058007 |
| MINE | ワイド | blend | raw | floor | top3 | 13284 | 537 | 72.5 | 70.2 | 1.26 | 4.0420% | 0.065696 | 0.055196 |
| MINE | ワイド | blend | raw | floor | top5 | 19880 | 799 | 73.9 | 71.6 | 1.23 | 4.0190% | 0.062407 | 0.053480 |
| MINE | ワイド | blend | raw | floor | top10 | 28987 | 1089 | 72.8 | 70.5 | 1.19 | 3.7570% | 0.057561 | 0.050208 |
| MINE | ワイド | blend | raw | floor | top20 | 33914 | 1198 | 70.8 | 68.8 | 1.18 | 3.5320% | 0.054288 | 0.047625 |
| MINE | ワイド | blend | raw | exp | ev1.2 | 13020 | 373 | 63.7 | 61.9 | 1.39 | 2.8650% | 0.052821 | 0.040571 |
| MINE | ワイド | blend | raw | exp | top1 | 4922 | 233 | 63.2 | 60.5 | 1.38 | 4.7340% | 0.081680 | 0.068068 |
| MINE | ワイド | blend | raw | exp | top3 | 14135 | 689 | 73.6 | 71.1 | 1.29 | 4.8740% | 0.074852 | 0.065016 |
| MINE | ワイド | blend | raw | exp | top5 | 21967 | 1034 | 72.2 | 69.8 | 1.24 | 4.7070% | 0.070611 | 0.062722 |
| MINE | ワイド | blend | raw | exp | top10 | 34087 | 1492 | 74.2 | 71.7 | 1.20 | 4.3770% | 0.064446 | 0.058555 |
| MINE | ワイド | blend | raw | exp | top20 | 40984 | 1675 | 72.0 | 69.7 | 1.18 | 4.0870% | 0.060261 | 0.055145 |
| MINE | ワイド | blend | iso | floor | ev1.2 | 13057 | 241 | 65.9 | 64.5 | 1.40 | 1.8460% | 0.035283 | 0.025944 |
| MINE | ワイド | blend | iso | floor | top1 | 4751 | 157 | 74.9 | 73.0 | 1.38 | 3.3050% | 0.053529 | 0.042645 |
| MINE | ワイド | blend | iso | floor | top3 | 13294 | 414 | 72.6 | 70.7 | 1.29 | 3.1140% | 0.050431 | 0.041927 |
| MINE | ワイド | blend | iso | floor | top5 | 20261 | 606 | 68.7 | 66.7 | 1.25 | 2.9910% | 0.047887 | 0.040645 |
| MINE | ワイド | blend | iso | floor | top10 | 31171 | 872 | 69.6 | 67.7 | 1.21 | 2.7970% | 0.044328 | 0.038431 |
| MINE | ワイド | blend | iso | floor | top20 | 38602 | 1017 | 67.4 | 65.6 | 1.19 | 2.6350% | 0.041475 | 0.036256 |
| MINE | ワイド | blend | iso | exp | ev1.2 | 15479 | 323 | 64.5 | 63.0 | 1.40 | 2.0870% | 0.039561 | 0.030240 |
| MINE | ワイド | blend | iso | exp | top1 | 4885 | 194 | 73.6 | 71.4 | 1.40 | 3.9710% | 0.062263 | 0.051195 |
| MINE | ワイド | blend | iso | exp | top3 | 14040 | 528 | 72.4 | 70.3 | 1.31 | 3.7610% | 0.058464 | 0.050377 |
| MINE | ワイド | blend | iso | exp | top5 | 21961 | 807 | 70.3 | 68.1 | 1.26 | 3.6750% | 0.055562 | 0.048979 |
| MINE | ワイド | blend | iso | exp | top10 | 35464 | 1224 | 70.6 | 68.4 | 1.21 | 3.4510% | 0.050917 | 0.045994 |
| MINE | ワイド | blend | iso | exp | top20 | 45297 | 1463 | 69.1 | 67.1 | 1.19 | 3.2300% | 0.046983 | 0.042839 |
| MINE | 三連複 | model | raw | floor | ev1.2 | 885946 | 592 | 46.2 | 46.8 | 3.06 | 0.0670% | 0.002365 | 0.001129 |
| MINE | 三連複 | model | raw | floor | top1 | 5014 | 12 | 41.4 | 41.4 | 11.22 | 0.2390% | 0.007073 | 0.002029 |
| MINE | 三連複 | model | raw | floor | top3 | 15024 | 29 | 30.2 | 30.2 | 9.79 | 0.1930% | 0.006465 | 0.001998 |
| MINE | 三連複 | model | raw | floor | top5 | 25001 | 43 | 24.2 | 24.2 | 8.99 | 0.1720% | 0.006186 | 0.002019 |
| MINE | 三連複 | model | raw | floor | top10 | 49793 | 71 | 38.7 | 38.7 | 7.81 | 0.1430% | 0.005640 | 0.001989 |
| MINE | 三連複 | model | raw | floor | top20 | 98297 | 125 | 41.0 | 41.0 | 6.61 | 0.1270% | 0.004973 | 0.001898 |
| MINE | 三連複 | model | iso | floor | ev1.2 | 861879 | 560 | 48.5 | 49.2 | 3.11 | 0.0650% | 0.002343 | 0.001106 |
| MINE | 三連複 | model | iso | floor | top1 | 5007 | 6 | 37.3 | 37.3 | 11.48 | 0.1200% | 0.005462 | 0.001326 |
| MINE | 三連複 | model | iso | floor | top3 | 14991 | 19 | 30.0 | 30.0 | 10.00 | 0.1270% | 0.005150 | 0.001366 |
| MINE | 三連複 | model | iso | floor | top5 | 24946 | 26 | 23.5 | 23.5 | 9.17 | 0.1040% | 0.004997 | 0.001416 |
| MINE | 三連複 | model | iso | floor | top10 | 49641 | 42 | 25.5 | 25.5 | 7.96 | 0.0850% | 0.004729 | 0.001488 |
| MINE | 三連複 | model | iso | floor | top20 | 98002 | 91 | 36.7 | 36.7 | 6.72 | 0.0930% | 0.004328 | 0.001511 |
| MINE | 三連複 | blend | raw | floor | ev1.2 | 118848 | 257 | 41.4 | 41.4 | 1.56 | 0.2160% | 0.004846 | 0.003254 |
| MINE | 三連複 | blend | raw | floor | top1 | 5001 | 51 | 99.5 | 99.5 | 1.88 | 1.0200% | 0.016063 | 0.011189 |
| MINE | 三連複 | blend | raw | floor | top3 | 14841 | 116 | 84.1 | 84.1 | 1.76 | 0.7820% | 0.013353 | 0.009529 |
| MINE | 三連複 | blend | raw | floor | top5 | 24462 | 157 | 72.3 | 72.4 | 1.69 | 0.6420% | 0.011752 | 0.008447 |
| MINE | 三連複 | blend | raw | floor | top10 | 47686 | 252 | 60.7 | 60.7 | 1.58 | 0.5280% | 0.009955 | 0.007367 |
| MINE | 三連複 | blend | raw | floor | top20 | 88690 | 421 | 59.7 | 59.8 | 1.48 | 0.4750% | 0.008272 | 0.006350 |
| MINE | 三連複 | blend | iso | floor | ev1.2 | 160622 | 237 | 46.6 | 49.7 | 1.58 | 0.1480% | 0.003283 | 0.002196 |
| MINE | 三連複 | blend | iso | floor | top1 | 4925 | 18 | 34.3 | 34.3 | 2.03 | 0.3650% | 0.008334 | 0.005229 |
| MINE | 三連複 | blend | iso | floor | top3 | 14632 | 63 | 55.0 | 55.0 | 1.89 | 0.4310% | 0.007619 | 0.005007 |
| MINE | 三連複 | blend | iso | floor | top5 | 24212 | 98 | 81.7 | 102.1 | 1.80 | 0.4050% | 0.007325 | 0.004973 |
| MINE | 三連複 | blend | iso | floor | top10 | 47435 | 167 | 64.4 | 74.9 | 1.68 | 0.3520% | 0.006724 | 0.004784 |
| MINE | 三連複 | blend | iso | floor | top20 | 89572 | 273 | 56.1 | 61.6 | 1.56 | 0.3050% | 0.005834 | 0.004350 |
| MINE | 馬連 | model | raw | floor | ev1.2 | 236723 | 588 | 48.8 | 48.9 | 2.88 | 0.2480% | 0.008570 | 0.004153 |
| MINE | 馬連 | model | raw | floor | top1 | 5013 | 11 | 33.0 | 33.0 | 7.96 | 0.2190% | 0.012332 | 0.002625 |
| MINE | 馬連 | model | raw | floor | top3 | 15036 | 26 | 26.7 | 26.7 | 6.76 | 0.1730% | 0.012163 | 0.003058 |
| MINE | 馬連 | model | raw | floor | top5 | 25047 | 49 | 36.0 | 36.0 | 6.08 | 0.1960% | 0.011928 | 0.003387 |
| MINE | 馬連 | model | raw | floor | top10 | 49811 | 127 | 55.7 | 55.8 | 5.08 | 0.2550% | 0.011464 | 0.003896 |
| MINE | 馬連 | model | raw | floor | top20 | 97106 | 233 | 41.5 | 41.6 | 4.09 | 0.2400% | 0.010635 | 0.004319 |
| MINE | 馬連 | model | iso | floor | ev1.2 | 201457 | 600 | 49.3 | 49.5 | 2.75 | 0.2980% | 0.009781 | 0.004817 |
| MINE | 馬連 | model | iso | floor | top1 | 5013 | 13 | 43.2 | 43.2 | 7.49 | 0.2590% | 0.013957 | 0.003014 |
| MINE | 馬連 | model | iso | floor | top3 | 15035 | 36 | 32.6 | 32.6 | 6.31 | 0.2390% | 0.013642 | 0.003500 |
| MINE | 馬連 | model | iso | floor | top5 | 25042 | 68 | 57.2 | 57.2 | 5.63 | 0.2720% | 0.013479 | 0.003918 |
| MINE | 馬連 | model | iso | floor | top10 | 49799 | 137 | 52.6 | 52.7 | 4.66 | 0.2750% | 0.013021 | 0.004624 |
| MINE | 馬連 | model | iso | floor | top20 | 96760 | 292 | 50.0 | 50.1 | 3.70 | 0.3020% | 0.012192 | 0.005262 |
| MINE | 馬連 | blend | raw | floor | ev1.2 | 64252 | 294 | 45.9 | 45.9 | 1.56 | 0.4580% | 0.010769 | 0.007176 |
| MINE | 馬連 | blend | raw | floor | top1 | 4992 | 46 | 56.1 | 56.1 | 1.86 | 0.9210% | 0.018406 | 0.012515 |
| MINE | 馬連 | blend | raw | floor | top3 | 14783 | 93 | 42.1 | 42.1 | 1.72 | 0.6290% | 0.014945 | 0.010165 |
| MINE | 馬連 | blend | raw | floor | top5 | 24401 | 140 | 40.6 | 40.6 | 1.63 | 0.5740% | 0.014068 | 0.009792 |
| MINE | 馬連 | blend | raw | floor | top10 | 47100 | 278 | 51.8 | 51.8 | 1.51 | 0.5900% | 0.013329 | 0.009761 |
| MINE | 馬連 | blend | raw | floor | top20 | 81566 | 518 | 58.7 | 58.7 | 1.41 | 0.6350% | 0.012423 | 0.009539 |
| MINE | 馬連 | blend | iso | floor | ev1.2 | 42877 | 242 | 52.2 | 52.2 | 1.55 | 0.5640% | 0.012738 | 0.008499 |
| MINE | 馬連 | blend | iso | floor | top1 | 4972 | 42 | 49.1 | 49.1 | 1.73 | 0.8450% | 0.019285 | 0.012725 |
| MINE | 馬連 | blend | iso | floor | top3 | 14675 | 128 | 54.4 | 54.4 | 1.59 | 0.8720% | 0.018109 | 0.012848 |
| MINE | 馬連 | blend | iso | floor | top5 | 23821 | 195 | 53.9 | 53.9 | 1.51 | 0.8190% | 0.017426 | 0.012819 |
| MINE | 馬連 | blend | iso | floor | top10 | 43123 | 361 | 59.3 | 59.4 | 1.42 | 0.8370% | 0.016159 | 0.012422 |
| MINE | 馬連 | blend | iso | floor | top20 | 65860 | 545 | 63.1 | 63.2 | 1.36 | 0.8280% | 0.014731 | 0.011631 |
| VALIDATE | 複勝 | model | raw | floor | ev1.1 | 2383 | 111 | 49.2 | 40.1 | 1.71 | 4.6580% | 0.132819 | 0.087803 |
| VALIDATE | 複勝 | model | raw | floor | ev1.2 | 1997 | 83 | 48.4 | 38.9 | 1.82 | 4.1560% | 0.128940 | 0.078990 |
| VALIDATE | 複勝 | model | raw | floor | ev1.3 | 1678 | 61 | 47.0 | 38.3 | 1.93 | 3.6350% | 0.125983 | 0.072003 |
| VALIDATE | 複勝 | model | raw | floor | top1 | 834 | 27 | 32.3 | 22.3 | 2.11 | 3.2370% | 0.145151 | 0.084331 |
| VALIDATE | 複勝 | model | raw | floor | top3 | 2099 | 111 | 49.8 | 39.9 | 1.74 | 5.2880% | 0.139374 | 0.093930 |
| VALIDATE | 複勝 | model | raw | floor | top5 | 2692 | 140 | 49.9 | 40.4 | 1.63 | 5.2010% | 0.139611 | 0.099468 |
| VALIDATE | 複勝 | model | raw | floor | top10 | 2868 | 160 | 49.9 | 40.6 | 1.60 | 5.5790% | 0.140591 | 0.101876 |
| VALIDATE | 複勝 | model | raw | floor | top20 | 2868 | 160 | 49.9 | 40.6 | 1.60 | 5.5790% | 0.140591 | 0.101876 |
| VALIDATE | 複勝 | model | raw | exp | ev1.1 | 3685 | 256 | 52.4 | 42.7 | 1.82 | 6.9470% | 0.149059 | 0.121466 |
| VALIDATE | 複勝 | model | raw | exp | ev1.2 | 3100 | 176 | 50.0 | 40.7 | 1.95 | 5.6770% | 0.139213 | 0.103651 |
| VALIDATE | 複勝 | model | raw | exp | ev1.3 | 2657 | 129 | 48.1 | 39.1 | 2.06 | 4.8550% | 0.133936 | 0.092628 |
| VALIDATE | 複勝 | model | raw | exp | top1 | 868 | 32 | 36.7 | 25.2 | 2.59 | 3.6870% | 0.147193 | 0.089597 |
| VALIDATE | 複勝 | model | raw | exp | top3 | 2450 | 168 | 53.2 | 42.4 | 2.03 | 6.8570% | 0.150947 | 0.115078 |
| VALIDATE | 複勝 | model | raw | exp | top5 | 3622 | 285 | 57.5 | 46.7 | 1.81 | 7.8690% | 0.157340 | 0.133043 |
| VALIDATE | 複勝 | model | raw | exp | top10 | 4390 | 388 | 58.1 | 47.4 | 1.70 | 8.8380% | 0.161131 | 0.143679 |
| VALIDATE | 複勝 | model | raw | exp | top20 | 4395 | 389 | 58.0 | 47.3 | 1.70 | 8.8510% | 0.161244 | 0.143852 |
| VALIDATE | 複勝 | model | iso | floor | ev1.1 | 2226 | 117 | 48.1 | 37.8 | 1.75 | 5.2560% | 0.146230 | 0.096172 |
| VALIDATE | 複勝 | model | iso | floor | ev1.2 | 1868 | 83 | 45.6 | 35.3 | 1.86 | 4.4430% | 0.141187 | 0.085665 |
| VALIDATE | 複勝 | model | iso | floor | ev1.3 | 1576 | 60 | 43.5 | 33.1 | 1.98 | 3.8070% | 0.137914 | 0.077926 |
| VALIDATE | 複勝 | model | iso | floor | top1 | 833 | 32 | 41.2 | 29.4 | 2.15 | 3.8420% | 0.151591 | 0.087192 |
| VALIDATE | 複勝 | model | iso | floor | top3 | 2059 | 114 | 52.6 | 41.6 | 1.76 | 5.5370% | 0.152427 | 0.103198 |
| VALIDATE | 複勝 | model | iso | floor | top5 | 2559 | 141 | 50.6 | 40.4 | 1.65 | 5.5100% | 0.151529 | 0.107458 |
| VALIDATE | 複勝 | model | iso | floor | top10 | 2676 | 157 | 51.1 | 41.0 | 1.63 | 5.8670% | 0.152330 | 0.109375 |
| VALIDATE | 複勝 | model | iso | floor | top20 | 2676 | 157 | 51.1 | 41.0 | 1.63 | 5.8670% | 0.152330 | 0.109375 |
| VALIDATE | 複勝 | model | iso | exp | ev1.1 | 3430 | 257 | 56.1 | 45.6 | 1.85 | 7.4930% | 0.161172 | 0.130351 |
| VALIDATE | 複勝 | model | iso | exp | ev1.2 | 2871 | 178 | 52.3 | 42.2 | 1.99 | 6.2000% | 0.151643 | 0.111850 |
| VALIDATE | 複勝 | model | iso | exp | ev1.3 | 2478 | 132 | 51.0 | 40.9 | 2.10 | 5.3270% | 0.146848 | 0.100871 |
| VALIDATE | 複勝 | model | iso | exp | top1 | 865 | 34 | 39.7 | 27.4 | 2.63 | 3.9310% | 0.153173 | 0.092238 |
| VALIDATE | 複勝 | model | iso | exp | top3 | 2432 | 188 | 57.5 | 45.8 | 2.04 | 7.7300% | 0.163660 | 0.125422 |
| VALIDATE | 複勝 | model | iso | exp | top5 | 3531 | 298 | 57.7 | 46.8 | 1.81 | 8.4400% | 0.170751 | 0.145412 |
| VALIDATE | 複勝 | model | iso | exp | top10 | 4112 | 384 | 58.7 | 47.9 | 1.72 | 9.3390% | 0.174136 | 0.154722 |
| VALIDATE | 複勝 | model | iso | exp | top20 | 4115 | 385 | 58.6 | 47.9 | 1.72 | 9.3560% | 0.174270 | 0.154900 |
| VALIDATE | 複勝 | blend | raw | floor | top1 | 1 | 1 | 110.0 | 110.0 | 1.08 | 100.0000% | 0.983929 | 0.909091 |
| VALIDATE | 複勝 | blend | raw | floor | top3 | 2 | 2 | 110.0 | 110.0 | 1.08 | 100.0000% | 0.983897 | 0.909091 |
| VALIDATE | 複勝 | blend | raw | floor | top5 | 2 | 2 | 110.0 | 110.0 | 1.08 | 100.0000% | 0.983897 | 0.909091 |
| VALIDATE | 複勝 | blend | raw | floor | top10 | 2 | 2 | 110.0 | 110.0 | 1.08 | 100.0000% | 0.983897 | 0.909091 |
| VALIDATE | 複勝 | blend | raw | floor | top20 | 2 | 2 | 110.0 | 110.0 | 1.08 | 100.0000% | 0.983897 | 0.909091 |
| VALIDATE | 複勝 | blend | raw | exp | ev1.1 | 2 | 2 | 110.0 | 110.0 | 1.15 | 100.0000% | 0.983897 | 0.909091 |
| VALIDATE | 複勝 | blend | raw | exp | top1 | 6 | 3 | 63.3 | 58.3 | 1.04 | 50.0000% | 0.776903 | 0.838745 |
| VALIDATE | 複勝 | blend | raw | exp | top3 | 8 | 5 | 81.3 | 75.0 | 1.05 | 62.5000% | 0.781598 | 0.831981 |
| VALIDATE | 複勝 | blend | raw | exp | top5 | 8 | 5 | 81.3 | 75.0 | 1.05 | 62.5000% | 0.781598 | 0.831981 |
| VALIDATE | 複勝 | blend | raw | exp | top10 | 8 | 5 | 81.3 | 75.0 | 1.05 | 62.5000% | 0.781598 | 0.831981 |
| VALIDATE | 複勝 | blend | raw | exp | top20 | 8 | 5 | 81.3 | 75.0 | 1.05 | 62.5000% | 0.781598 | 0.831981 |
| VALIDATE | 複勝 | blend | iso | exp | ev1.1 | 5 | 2 | 54.0 | 48.0 | 1.12 | 40.0000% | 0.763511 | 0.796703 |
| VALIDATE | 複勝 | blend | iso | exp | top1 | 6 | 2 | 45.0 | 40.0 | 1.10 | 33.3330% | 0.761146 | 0.802808 |
| VALIDATE | 複勝 | blend | iso | exp | top3 | 8 | 3 | 53.8 | 47.5 | 1.09 | 37.5000% | 0.737536 | 0.787546 |
| VALIDATE | 複勝 | blend | iso | exp | top5 | 8 | 3 | 53.8 | 47.5 | 1.09 | 37.5000% | 0.737536 | 0.787546 |
| VALIDATE | 複勝 | blend | iso | exp | top10 | 8 | 3 | 53.8 | 47.5 | 1.09 | 37.5000% | 0.737536 | 0.787546 |
| VALIDATE | 複勝 | blend | iso | exp | top20 | 8 | 3 | 53.8 | 47.5 | 1.09 | 37.5000% | 0.737536 | 0.787546 |
| VALIDATE | ワイド | model | raw | floor | ev1.2 | 29702 | 282 | 41.7 | 40.8 | 2.28 | 0.9490% | 0.025223 | 0.013775 |
| VALIDATE | ワイド | model | raw | floor | top1 | 873 | 2 | 23.4 | 22.7 | 4.98 | 0.2290% | 0.034416 | 0.010591 |
| VALIDATE | ワイド | model | raw | floor | top3 | 2617 | 19 | 23.9 | 23.9 | 4.28 | 0.7260% | 0.034607 | 0.012621 |
| VALIDATE | ワイド | model | raw | floor | top5 | 4351 | 37 | 29.0 | 28.7 | 3.89 | 0.8500% | 0.033685 | 0.013329 |
| VALIDATE | ワイド | model | raw | floor | top10 | 8593 | 100 | 43.1 | 42.4 | 3.31 | 1.1640% | 0.033052 | 0.015065 |
| VALIDATE | ワイド | model | raw | floor | top20 | 16398 | 180 | 40.8 | 40.1 | 2.75 | 1.0980% | 0.030368 | 0.015730 |
| VALIDATE | ワイド | model | raw | exp | ev1.2 | 30596 | 307 | 42.5 | 41.6 | 2.28 | 1.0030% | 0.026085 | 0.014735 |
| VALIDATE | ワイド | model | raw | exp | top1 | 873 | 4 | 28.0 | 26.8 | 5.05 | 0.4580% | 0.036029 | 0.011327 |
| VALIDATE | ワイド | model | raw | exp | top3 | 2617 | 19 | 21.6 | 21.7 | 4.34 | 0.7260% | 0.035527 | 0.013117 |
| VALIDATE | ワイド | model | raw | exp | top5 | 4360 | 37 | 29.0 | 28.6 | 3.94 | 0.8490% | 0.034845 | 0.014184 |
| VALIDATE | ワイド | model | raw | exp | top10 | 8624 | 102 | 42.9 | 42.2 | 3.35 | 1.1830% | 0.034278 | 0.016174 |
| VALIDATE | ワイド | model | raw | exp | top20 | 16516 | 192 | 40.2 | 39.4 | 2.78 | 1.1630% | 0.031511 | 0.016853 |
| VALIDATE | ワイド | model | iso | floor | ev1.2 | 28398 | 267 | 43.0 | 42.1 | 2.30 | 0.9400% | 0.026304 | 0.014264 |
| VALIDATE | ワイド | model | iso | floor | top1 | 873 | 2 | 24.9 | 24.0 | 5.08 | 0.2290% | 0.033545 | 0.010228 |
| VALIDATE | ワイド | model | iso | floor | top3 | 2617 | 17 | 25.8 | 25.0 | 4.35 | 0.6500% | 0.034640 | 0.012255 |
| VALIDATE | ワイド | model | iso | floor | top5 | 4351 | 34 | 27.5 | 27.3 | 3.94 | 0.7810% | 0.033869 | 0.013160 |
